District,within_school_10k_n,within_school_5k_n,total_pop,with_elec_access,mean_mlab_mean,weighted_mean_mlab_mean,mean_mlab_percentile90,weighted_mlab_percentile90,mean_mlab_mlab_percentile10,weighted_mlab_percentile10,mean_ookla_median_d_kbps,weighted_ookla_median_d_kbps,mean_ookla_mean_d_kbps,weighted_ookla_mean_d_kbps,mean_ookla_median_u_kbpss,weighted_ookla_median_u_kbps,mean_ookla_mean_u_kbps,weighted_ookla_mean_u_kbps,mean_rwi,weighted_mean_rwi,proportion_within_school_10k_n,proportion_within_school_5k_n,proportion_with_elec_access,prop_english_illiterate,prop_did_not_used_internet,prop_illiterate_internet,prop_illiterate_no_internet,prop_literate_nointernet,prop_literate_internet,prop_illit_eng_literate_local,prop_lit_local_usedict,prop_lit_local_not_usedict,proportion_used_internet_census,percentage_3_14_years_currently_enrolled,electric_census_use,proportion_owns_laptop,proportion_owns_smartphone
Banda,6909.369000673294,4823.585989952087,18386.00141310692,9112.200422763824,3.4789206752578528,3.4789206752578528,8.377552340895889,8.377552340895889,0.053983072348871786,0.053983072348871786,23713.416267942583,23955.225999738548,23708.51196172249,23952.587090344296,17989.37200956938,18255.870692571454,17989.674641148325,18256.033532590172,-0.12956986531986533,-0.061900133403139344,0.37579508700286396,0.2623510072458427,0.4956053368008536,0.518997912,0.487265136,0.098538622,0.42045929,0.066805846,0.414196242,0.019206681,0.212526096,0.028810021,0.5226674466218193,83.54247104247105,75.49,0.03317594952575941,0.47056365687544394
Bawku Municipal,26631.029419898987,25818.504419326782,26784.089420318604,25293.789224624634,0.861856581916019,0.861856581916019,2.1904336141592027,2.1904336141592027,0.020420848329558514,0.020420848329558514,29397.752,28227.326406345353,29928.728,28597.257303146023,23650.705,22685.028675792295,23817.489,22801.22706270998,0.07686360000000003,0.15204291999938657,0.9942854133281267,0.9639493064020567,0.9443587507379132,0.510545165,0.476522085,0.111520096,0.39902507,0.077497016,0.411957819,0.013728611,0.04994031,0.008058098,0.5250410344689539,84.76505443020531,83.03,0.027923455702790343,0.4601265062652628
Bawku West,11304.016797542572,8618.296792030334,11761.115804195404,9754.774787902832,1.1181023013111813,1.121897200961195,2.7311783777273893,2.7391865978016807,0.09352251747881953,0.09460512482666028,7255.846666666666,6596.306677251683,7233.79562962963,6555.923013488471,4104.6016666666665,3646.8456452784185,4153.309,3683.125500372358,-0.31304863582443654,-0.32147616358870934,0.9611347244374742,0.7327788396536349,0.8294089566249425,0.628834356,0.618968662,0.085226331,0.543608025,0.075360637,0.295805007,0.00381363,0.023876637,0.00215553,0.3761456444717976,72.68518518518519,42.96,0.024701009664166072,0.34175551822219263
Bekwai Municipal,92612.09538054466,63849.1858175993,112219.86282491684,107973.89203286171,5.933072461699858,6.068803713067538,19.259502795851592,19.710379437388326,0.06090599201244156,0.06130736220155774,22371.54549785612,22037.214976370815,22652.375575670954,22381.73669799746,12053.78704144831,12067.45932844191,12063.858504049547,12126.659385136849,0.003812648880419261,0.03408815534552471,0.8252736462976806,0.5689651030603692,0.962163821224059,0.241332771,0.236271615,0.075748629,0.165584142,0.070687474,0.687979755,0.035681147,0.554449599,0.058709405,0.7648009613431724,95.83062904021392,91.52,0.04280346625143863,0.6709599891679643
Berekum East Municipal,50589.20545601845,49190.22146189213,51493.0346596241,50466.2898555994,6.977709860711753,6.977709860711753,20.27964501746849,20.27964501746849,0.45964227057463897,0.459642270574639,17345.57391910739,16252.513986421429,17594.35857740586,16511.29246334613,16810.702928870294,15979.766983681551,16977.235890283588,16222.773893645652,0.38288205310573736,0.4135742127841108,0.9824475444187727,0.9552791321592546,0.9800605108863438,0.204903115,0.189915427,0.082753453,0.122149663,0.067765764,0.727331121,0.029761268,0.578096564,0.051600471,0.8168968493741907,96.98942824743023,92.46,0.0626348726801899,0.7278053517479499
Berekum West,21266.693836569786,18630.457836151123,21871.701840162277,20426.14563369751,6.977709860711753,6.977709860711753,20.27964501746849,20.27964501746849,0.45964227057463897,0.45964227057463897,26479.807926829268,27250.975355532686,26479.807926829268,27250.975355532686,21538.060975609755,22164.09940714928,21538.060975609755,22164.09940714928,-0.04632929606625259,-0.024505954370245997,0.9723383206293744,0.8518065019495024,0.9339074655905221,0.293348891,0.271411902,0.098716453,0.194632439,0.076779463,0.629871645,0.025204201,0.474445741,0.05764294,0.7348309888725593,95.58265784189783,85.78,0.04322672452002706,0.6408659341684746
Bia East,693.6251950263977,612.4907966852188,9673.385010004044,8026.499410510063,6.977709860711753,6.977709860711753,20.27964501746849,20.27964501746849,0.45964227057463897,0.45964227057463897,10176.56647398844,8709.736538863546,10176.56647398844,8709.736538863546,7793.797687861272,7126.575055094064,7793.797687861272,7126.575055094064,-0.3242447013487476,-0.2916469672943217,0.0717044958211694,0.06331711144049282,0.8297508475274373,0.459780417,0.43177235,0.118306072,0.341474345,0.090298006,0.449921577,0.025319292,0.265292404,0.04794981,0.5728608119677375,81.93031144002467,54.42,0.014081016536745821,0.5146217275717568
Bia West,25854.725397586823,23178.194796442986,31809.53898000717,30835.48877811432,6.977709860711753,6.977709860711753,20.27964501746849,20.27964501746849,0.45964227057463897,0.45964227057463897,15147.367481203008,14619.565109999394,15470.426691729323,14925.75187018462,11057.425751879699,10329.634346925408,11151.87969924812,10419.155237180561,-0.1778164117272148,-0.13912221673692662,0.8127978658803244,0.728655476931334,0.9693786759215511,0.46100752,0.426393324,0.106212012,0.354795508,0.071597816,0.467394664,0.024312352,0.271041516,0.035953436,0.5720446081313897,82.5378514780101,62.96,0.029896939122899324,0.5200602478000268
Biakoye,54308.96516931057,45250.570548057556,57704.603783488274,51119.06016731262,3.4661023171937106,3.4661023171937106,9.415542872196747,9.415542872196747,0.04540874228404885,0.04540874228404885,27243.702741702742,26627.882270574166,27243.722943722943,26627.891955666575,17572.839826839827,16004.424069279208,17572.266955266954,16004.149427730134,-0.2604212608473711,-0.2282039049783742,0.9411548058293862,0.784176089620871,0.8858749010584134,0.422558369,0.400197304,0.0981585,0.324399868,0.075797435,0.501644196,0.048339362,0.275402828,0.027951332,0.601813752921426,85.80896324790285,72.87,0.0235195365219395,0.5576055828039106
Bibiani Anhwiaso Bekwai Municipal,78133.45614254475,50328.79442977905,84357.1019487381,79937.37094092369,0.43398642151397593,0.433986421513976,0.9924536060957156,0.9924536060957156,0.044644672812366004,0.044644672812366004,15319.83347863993,15898.91836759347,15208.87689625109,15730.0434111657,10073.346556233653,10365.33548519121,10070.55196163906,10338.010783803615,0.003644656037791553,0.03870533360164969,0.9262226218964312,0.5966159726582679,0.9476068889789484,0.30002791,0.277072286,0.083240301,0.216787608,0.060284678,0.639687413,0.024699972,0.385570751,0.035026514,0.7144208137188971,95.10639641346214,93.48,0.032784129119031606,0.6384989352163192
Binduri,4273.428996086121,2704.048197746277,4408.902594566345,2883.1177940368652,0.861856581916019,0.861856581916019,2.1904336141592027,2.1904336141592027,0.020420848329558514,0.020420848329558514,25847.110169491527,29807.63260863427,25877.8027306968,29849.213367770728,21011.550847457627,23096.742772602134,21015.57768361582,23096.17109916054,-0.37397150997150996,-0.36651626124194703,0.9692727168327134,0.613315476980331,0.6539309345572978,0.623192864,0.641648723,0.060596739,0.562596124,0.079052599,0.297754537,0.003075977,0.031990157,0.003075977,0.3633991972831121,74.51692282867401,41.47,0.019913553565915405,0.3201914171040445
Birim Central Municipal,62565.56462037563,56090.61703872681,64466.154611468315,64466.154611468315,4.585384386583724,4.814872403411895,12.679333737203786,13.340114772086352,0.1338748854010724,0.13444406471328393,15011.672546857773,14566.803899578683,15172.981204389143,14831.53010641932,10431.263506063948,11456.330052003452,10580.547435291646,11646.217029112904,0.3472146269753767,0.41856494099079866,0.9705180182911891,0.8700785299942254,1,0.183892415,0.183439105,0.074644908,0.109247507,0.074191599,0.741915987,0.032033847,0.51631913,0.04653974,0.818454987467158,96.96969696969697,95.45,0.062241415758161445,0.7339866517681877
Birim North,97879.41908740997,59228.45734477043,120021.66789448261,97798.77868556976,3.955145752284499,3.955145752284499,9.7147891310049,9.7147891310049,0.13094176574951957,0.13094176574951957,27224.9804964539,28449.438989115122,27793.98269634883,29246.487726650423,12716.317966903074,13480.928798502864,12746.198515891778,13499.49017317681,-0.012213567113212505,0.020880558344591665,0.8155145716976783,0.49348137202060294,0.8148426896679176,0.289771122,0.284684939,0.087454083,0.202317039,0.082367901,0.627860978,0.035038146,0.405623057,0.054959028,0.7232939371555202,95.08940029087177,92.09,0.043823512699585204,0.6480623899085175
Birim South,46482.940005779266,43376.51601552963,60889.4685792923,55290.812180519104,5.051241316389662,5.051241316389662,14.020708456629198,14.020708456629198,0.13503031011806077,0.13503031011806077,11766.996129032257,11180.203186525856,11827.989308755761,11215.784081436597,12366.673548387096,15415.684164442022,12373.880184331798,15419.888217376641,-0.03336130059117781,0.03399687754897672,0.7633986810912569,0.7123812545521445,0.9080521389099917,0.268754077,0.287018917,0.065883888,0.202870189,0.084148728,0.647097195,0.026744945,0.439660796,0.0518591,0.7164304938551834,94.26647622934095,89.67,0.03949544408054736,0.6436654885048153
Bodi,10741.270398259163,7732.832190990448,19498.675439596176,18058.16183757782,0.44611146802865564,0.4429379370911979,1.0322659519430384,1.0218457270732795,0.04449975750180617,0.044537686694145026,8535.326388888889,8254.44143484344,8535.326388888889,8254.44143484344,2677.9270833333335,2409.3197712760175,2677.9270833333335,2409.3197712760175,-0.277275,-0.2578000069523137,0.550871798011815,0.39658243530159487,0.9261224893721196,0.428470129,0.401524552,0.094486793,0.333983336,0.067541216,0.503988654,0.020741003,0.291437688,0.037050168,0.6132172677207319,90.0558485882718,75.84,0.0259904068218156,0.5499911174276071
Bole,9600.87362241745,8189.460218906403,61906.672634124756,21168.55459332466,3.454160431479549,3.4653621592487274,8.45295112547572,8.418840126143385,0.05642994397901946,0.05532296013296148,13650.687283236994,15469.45803083281,13695.014450867053,15496.204563441059,14261.223121387284,17390.129243847794,14288.044913294798,17405.943429791438,-0.34198174097664547,-0.33102422746569216,0.15508624860456754,0.1322871973318129,0.3419430199137522,0.605475716,0.546837302,0.118535613,0.486940103,0.059897199,0.334627085,0.012063359,0.101961607,0.01195846,0.45549930681006595,64.32605753956581,64.62,0.025700541948493888,0.423791118766542
Bolgatanga East,5213.205608844757,5194.572208881378,5213.205608844757,5213.205608844757,1.929547079395862,1.929547079395862,4.443536795693313,4.443536795693313,0.3250111364514794,0.3250111364514794,27106.37401574803,28049.066361391673,28160.51447319085,29096.23621153022,19150.19291338583,19226.467992799953,19387.927146606675,19458.715975451985,0.17466443569553805,0.17864295119004073,1,0.9964257308532459,1,0.385714286,0.352279635,0.113069909,0.272644377,0.079635258,0.534650456,0.002431611,0.079635258,0.007598784,0.6443199614504277,94.83162930306726,76.95,0.03686302855077701,0.5537585833032165
